wpm,accuracy,mistakes,backspaces,consistency,typing_time,level
39,85,10,10,61,103.6346542,Advanced
24,55,2,0,96,66.42516393,Advanced
63,98,9,9,85,76.90353663,Intermediate
39,76,13,4,74,96.61731648,Advanced
71,98,10,5,78,58.07326455,Intermediate
27,71,6,2,81,95.92730048,Advanced
75,64,8,2,74,121.3979076,Beginner
61,74,5,1,79,69.47513445,Beginner
76,69,1,6,74,121.5975063,Professional
59,96,8,10,90,71.22623946,Intermediate
54,97,11,14,98,66.06136098,Intermediate
59,76,10,5,75,72.01611999,Professional
79,63,3,3,76,92.4643467,Beginner
59,62,0,14,62,74.15756756,Professional
47,83,14,5,74,52.18088409,Professional
71,100,12,7,76,95.20144711,Intermediate
53,90,5,8,91,61.38924546,Intermediate
39,73,6,11,66,72.16556349,Advanced
70,96,8,1,75,45.6515246,Intermediate
74,73,5,9,88,70.86034785,Beginner
68,80,6,8,89,59.8262121,Beginner
76,70,3,6,72,109.6321866,Professional
75,100,16,9,83,58.61664483,Intermediate
40,93,6,15,100,83.81524042,Intermediate
49,61,12,2,81,105.6939962,Beginner
60,88,12,2,77,65.3560277,Professional
45,77,9,1,86,50.82211727,Beginner
56,78,6,7,72,70.50815427,Professional
56,73,11,5,75,67.78705343,Professional
48,77,13,10,63,79.35818198,Advanced
65,98,9,7,78,106.5808185,Intermediate
27,67,4,3,83,70.55757275,Advanced
55,86,9,10,98,50.16279305,Beginner
63,98,1,1,69,112.0321495,Intermediate
74,87,8,17,100,54.85063649,Beginner
56,81,14,15,55,89.64649018,Advanced
30,71,5,5,75,94.91739836,Advanced
33,73,4,9,69,86.72432637,Advanced
71,100,6,2,68,104.5987591,Intermediate
65,72,6,0,75,94.08607634,Beginner
18,55,1,0,95,90.78358094,Advanced
81,57,2,0,70,108.0343614,Beginner
94,71,5,8,85,60.9109559,Beginner
85,56,0,0,69,101.0443055,Beginner
55,92,0,3,80,78.53639759,Advanced
53,94,1,5,84,68.42401673,Intermediate
47,90,1,9,92,85.16661096,Intermediate
60,78,15,10,89,112.7174089,Beginner
68,80,9,3,75,83.92887916,Professional
62,83,11,2,77,76.2232646,Professional
64,72,17,3,74,49.25164571,Professional
67,83,0,4,85,62.59834923,Beginner
39,71,11,4,76,87.61754752,Advanced
53,67,11,6,75,63.23217316,Professional
32,73,9,4,79,82.44406581,Advanced
83,71,5,13,90,81.30613813,Beginner
36,70,12,1,86,61.66152033,Advanced
36,61,12,1,93,46.28255101,Advanced
82,62,10,2,77,94.52526934,Professional
41,76,17,0,81,77.13244973,Advanced
70,100,5,3,69,107.0177051,Intermediate
34,69,9,3,83,62.24514558,Advanced
65,86,9,3,74,80.94203875,Professional
61,75,11,5,71,51.38546119,Professional
60,78,9,6,86,74.90849346,Beginner
65,80,10,3,76,73.93724231,Professional
31,78,2,13,62,85.29577789,Advanced
65,96,10,7,87,51.33906627,Intermediate
55,94,7,9,92,60.7764753,Intermediate
83,100,13,5,66,112.7393249,Intermediate
63,84,10,13,99,56.59136755,Beginner
94,100,16,1,58,65.97596599,Intermediate
54,83,11,5,72,49.78794562,Professional
63,53,2,11,69,86.8909285,Professional
60,70,15,9,89,114.9951379,Beginner
55,81,10,3,78,76.61946507,Professional
69,85,11,1,76,78.41504107,Professional
47,79,11,2,85,71.24314765,Beginner
59,98,12,15,95,90.540736,Intermediate
59,72,9,2,80,89.94892076,Beginner
60,73,10,7,89,80.2731251,Beginner
66,55,1,8,75,114.1517217,Professional
80,100,3,2,55,129.4871756,Intermediate
30,74,11,2,87,45.87240998,Advanced
66,96,0,3,63,78.9595344,Intermediate
62,72,14,7,85,115.4178156,Beginner
32,65,7,2,84,75.62247338,Advanced
44,70,16,0,80,91.19658216,Advanced
62,97,1,0,69,96.16083736,Intermediate
55,77,6,1,78,77.83253882,Beginner
59,96,11,10,91,66.31831366,Intermediate
68,65,0,9,70,104.3078457,Professional
70,70,10,9,88,98.98388988,Beginner
48,72,9,7,74,61.06561588,Professional
26,77,2,9,70,91.04355697,Advanced
64,61,0,14,60,76.86678624,Professional
45,71,13,6,75,52.84345682,Advanced
56,93,7,7,88,50.75949805,Intermediate
57,76,7,5,89,50.64182702,Beginner
67,71,10,11,94,76.67716154,Beginner
55,96,7,12,91,100.1701957,Intermediate
61,66,9,6,89,77.55881893,Beginner
13,75,6,11,70,97.17535684,Advanced
61,63,8,7,72,73.7490078,Professional
76,91,7,0,67,69.94308317,Intermediate
62,63,5,8,72,84.77134458,Professional
45,80,15,7,68,72.06761719,Advanced
67,100,9,8,79,97.35657704,Intermediate
86,100,14,1,64,65.09120159,Intermediate
64,79,17,0,79,59.93756142,Professional
39,60,6,5,78,71.15235357,Advanced
43,89,15,9,61,94.15085179,Advanced
67,100,9,7,78,98.07356487,Intermediate
81,65,5,6,79,103.2157039,Beginner
80,61,2,7,71,110.7675192,Professional
69,73,13,3,75,66.58005652,Professional
62,81,7,4,83,73.43953323,Beginner
62,54,9,10,67,53.76867077,Professional
55,93,6,8,89,63.83333437,Intermediate
69,67,12,9,87,114.7797175,Beginner
57,67,10,4,79,87.10920528,Professional
23,64,8,0,90,82.95274852,Advanced
69,100,7,0,75,86.46176358,Professional
58,73,11,8,68,48.60750564,Professional
52,76,15,5,74,48.72444663,Professional
67,97,4,0,67,93.2327034,Intermediate
63,74,7,7,71,76.16848903,Professional
60,94,7,7,85,79.30323849,Intermediate
32,64,10,4,78,74.69066931,Advanced
66,97,6,5,78,83.72093712,Intermediate
67,73,5,4,82,72.85170711,Beginner
54,82,9,5,88,56.1677217,Beginner
33,70,5,7,75,75.61200257,Advanced
53,89,5,3,88,64.64455051,Beginner
20,69,2,1,85,109.8789208,Advanced
34,63,9,1,89,47.49069814,Advanced
60,67,12,4,81,108.5054036,Beginner
81,78,14,0,77,85.77553947,Professional
67,56,10,3,78,122.5381568,Beginner
74,65,7,8,86,85.87021555,Beginner
47,74,15,6,73,59.70472077,Advanced
52,74,16,6,65,101.1602658,Advanced
72,96,7,3,71,92.55466694,Intermediate
77,70,3,8,88,60.60922748,Beginner
63,67,5,6,75,98.07526179,Professional
70,68,9,7,84,97.29525839,Beginner
67,62,8,3,79,103.5317418,Beginner
53,58,8,10,69,58.52216657,Professional
39,91,5,21,55,77.94137283,Advanced
62,95,7,6,84,64.22131706,Intermediate
56,66,13,7,91,88.91168457,Beginner
82,95,7,0,61,92.27199171,Professional
56,67,16,6,86,120.41702,Beginner
29,71,4,5,72,121.1264187,Advanced
57,74,20,5,68,90.91738478,Advanced
38,75,10,7,74,54.75906341,Advanced
81,96,8,3,61,57.33088244,Intermediate
73,63,5,8,68,86.92780644,Professional
20,75,0,8,74,92.11759933,Advanced
36,59,14,5,100,54.11411108,Advanced
73,67,5,4,79,91.24589449,Beginner
69,71,0,9,67,103.2963447,Professional
27,72,0,11,70,67.40815583,Advanced
58,97,4,6,84,71.69795869,Intermediate
47,91,11,13,100,67.06475192,Beginner
38,80,12,6,70,104.0871517,Advanced
51,89,17,22,100,47.40289458,Intermediate
80,64,2,2,75,90.74794985,Beginner
34,72,11,0,81,104.5503482,Advanced
64,81,4,5,74,95.86504793,Professional
35,65,16,5,99,58.15691742,Advanced
68,88,9,3,72,69.67687979,Professional
80,100,15,5,71,70.29225688,Intermediate
60,85,2,3,86,64.19535618,Beginner
70,58,13,11,90,121.3770545,Beginner
44,73,15,4,76,65.60499824,Advanced
64,67,5,1,80,76.34501261,Beginner
70,95,7,3,72,90.31428887,Intermediate
21,58,5,9,80,60.23212079,Advanced
53,67,15,4,83,117.1312406,Beginner
71,85,9,4,71,75.72171405,Professional
54,98,5,10,85,122.5780468,Intermediate
56,77,8,3,84,67.35523863,Beginner
57,99,8,10,86,109.3156661,Intermediate
45,100,10,20,100,120.8520225,Intermediate
66,77,14,2,76,62.43189988,Professional
52,88,9,12,100,46.40499844,Intermediate
64,59,5,9,70,83.72379767,Professional
72,95,6,0,68,73.88844101,Intermediate
69,60,0,11,68,97.92412137,Professional
36,68,5,8,74,66.86235254,Advanced
15,71,4,8,74,114.4939172,Advanced
76,68,8,0,84,124.911693,Professional
53,63,7,10,69,59.90811983,Intermediate
65,72,4,0,77,74.19869389,Beginner
42,76,9,10,65,81.01137266,Advanced
58,72,6,9,68,69.68008531,Professional
67,59,3,8,72,105.5822634,Professional
86,100,12,3,60,130.288589,Intermediate
60,84,3,3,81,61.04912208,Beginner
80,67,13,2,76,89.93965955,Professional
54,84,20,3,72,70.32098123,Advanced
57,75,9,3,78,76.40322266,Professional
47,80,15,7,66,85.28334911,Advanced
38,76,11,5,72,93.87903447,Advanced
63,76,6,7,70,75.72848512,Professional
45,66,10,6,74,76.83420948,Advanced
31,86,6,12,60,98.71646744,Advanced
30,59,8,1,97,56.19022124,Advanced
68,64,7,8,70,79.12915822,Professional
82,52,1,11,66,108.0862324,Professional
75,68,6,5,75,110.4500712,Professional
32,72,2,10,68,88.40606546,Advanced
58,79,5,5,90,54.01413648,Beginner
49,97,0,5,87,74.24296088,Intermediate
73,73,3,5,73,109.8613287,Professional
79,100,7,0,60,100.7647362,Intermediate
49,73,17,4,82,125.545329,Beginner
83,100,9,2,59,134.0761448,Intermediate
70,78,8,11,92,74.83326215,Beginner
34,83,6,12,62,79.70133577,Advanced
11,68,5,5,83,88.41916659,Advanced
81,70,1,5,79,74.92417037,Beginner
26,71,9,0,91,73.9121679,Advanced
51,92,2,2,78,99.66659719,Intermediate
78,100,14,8,72,123.962494,Intermediate
69,75,10,10,89,90.1088054,Beginner
64,80,6,5,73,78.89420866,Professional
49,81,6,3,90,57.87827407,Beginner
80,68,4,10,89,70.69482202,Beginner
54,100,10,11,87,95.16594005,Intermediate
72,73,7,4,74,95.23338451,Intermediate
44,76,16,4,74,78.48694884,Advanced
68,99,3,0,68,77.20303163,Intermediate
66,72,5,4,85,54.39643537,Beginner
76,95,7,1,65,67.58353781,Intermediate
31,78,7,7,72,87.48525275,Advanced
88,70,2,12,88,74.12241142,Beginner
29,68,2,7,75,86.70095264,Advanced
71,77,4,6,84,65.78012623,Beginner
61,86,3,1,80,46.72866236,Beginner
77,69,11,0,81,91.6428356,Professional
65,72,0,1,75,52.62795743,Beginner
65,59,9,9,67,59.17750152,Professional
70,100,8,4,70,108.930439,Advanced
55,92,1,4,80,87.34909266,Intermediate
50,70,8,9,71,56.46101938,Professional
40,75,13,4,78,54.54392444,Advanced
60,61,8,0,77,100.6901237,Beginner
25,76,2,8,72,100.6383074,Advanced
87,100,13,1,62,82.75950002,Intermediate
16,55,7,7,86,50.80325108,Advanced
69,62,15,8,82,153.7655229,Beginner
52,98,3,0,72,95.71752113,Intermediate
47,79,15,7,67,87.29151771,Advanced
52,76,9,6,75,69.25306189,Professional
39,68,8,7,75,57.43249797,Advanced
75,95,11,8,76,109.6605972,Intermediate
42,67,9,6,73,73.24394997,Advanced
57,93,6,6,83,85.12605771,Intermediate
30,63,13,6,100,74.38557506,Advanced
83,68,3,6,68,96.65615273,Professional
53,95,17,1,77,47.59912031,Professional
59,90,8,10,90,72.70658491,Intermediate
81,93,9,0,65,78.01803286,Intermediate
69,73,5,7,88,61.98994158,Beginner
42,83,6,17,55,86.87520833,Advanced
32,77,3,11,62,103.8271646,Advanced
74,63,4,8,70,99.77632529,Professional
48,77,13,11,64,61.12863487,Advanced
67,67,1,11,66,82.57395489,Professional
70,53,14,5,79,152.8158356,Beginner
66,66,14,6,81,135.169468,Beginner
80,100,13,6,73,75.04507254,Intermediate
60,88,9,1,79,84.66928228,Professional
55,80,2,2,86,55.8938452,Intermediate
28,80,3,11,65,88.34557236,Advanced
36,73,9,6,75,67.3113344,Advanced
72,67,8,8,87,88.06448351,Beginner
70,84,6,11,93,53.62952558,Beginner
77,69,4,7,68,92.11705612,Professional
65,100,6,4,78,71.41018015,Intermediate
65,71,8,4,82,92.37204206,Beginner
34,70,9,5,78,66.22635417,Advanced
62,63,4,8,72,87.41135604,Professional
70,69,11,3,76,84.26068874,Professional
71,60,9,7,71,75.48721062,Professional
75,98,11,4,74,73.18345731,Intermediate
65,77,6,7,89,55.52047174,Beginner
78,100,8,0,61,110.0249034,Intermediate
30,66,6,1,83,100.7766674,Advanced
34,70,6,7,73,85.73623344,Beginner
71,78,4,6,85,62.04522272,Beginner
66,79,3,7,69,90.08531005,Professional
45,98,5,14,96,120.046332,Intermediate
67,99,7,4,77,60.67787123,Intermediate
74,68,5,2,74,101.396218,Beginner
66,79,1,2,82,51.15212154,Beginner
24,69,3,3,83,88.62649697,Advanced
36,67,10,3,82,69.73615844,Advanced
74,96,10,4,74,70.58110324,Intermediate
59,71,12,5,72,51.09639282,Professional
63,93,11,12,88,102.9421012,Intermediate
25,69,8,1,91,79.10635821,Advanced
77,59,2,1,68,105.5774809,Beginner
31,82,14,1,84,67.48315128,Beginner
68,87,15,1,81,79.0852197,Professional
68,69,1,8,71,102.1765076,Professional
25,72,3,5,78,87.85967877,Advanced
58,68,13,4,77,66.89658667,Professional
56,64,10,9,68,51.46715195,Professional
60,96,12,12,95,56.15501659,Intermediate
64,91,11,9,88,63.80929669,Beginner
60,100,5,7,81,88.60797165,Intermediate
80,66,2,2,73,92.87478441,Beginner
79,60,4,2,72,111.1503467,Beginner
61,100,10,10,90,55.1013825,Intermediate
51,73,12,8,96,60.90065462,Beginner
67,60,3,9,71,89.42923726,Professional
67,56,4,9,73,96.18127945,Professional
78,81,5,3,74,97.67983923,Professional
71,67,4,8,69,91.88211941,Professional
34,73,6,9,73,49.59322862,Advanced
56,74,5,9,70,78.21009514,Professional
27,73,4,7,76,74.71540423,Advanced
33,68,6,4,78,83.91259664,Advanced
25,75,9,3,76,113.3464484,Advanced
80,96,12,4,73,69.54000431,Intermediate
63,70,9,3,81,99.20044278,Beginner
48,94,4,10,93,84.64073486,Intermediate
39,74,12,5,79,45.70871098,Advanced
49,72,15,4,85,106.8984949,Beginner
49,73,19,1,78,85.55146222,Advanced
79,100,13,7,69,133.0194931,Intermediate
85,87,7,3,68,86.95253308,Professional
65,92,9,5,79,79.7284673,Intermediate
50,94,4,7,89,74.90775804,Intermediate
66,100,6,4,73,98.62381777,Intermediate
71,95,11,8,80,88.20015765,Intermediate
57,90,13,3,73,60.95848866,Professional
37,79,9,9,66,83.88337494,Advanced
71,51,11,4,77,137.0363901,Beginner
92,99,16,2,63,70.53128977,Intermediate
60,72,15,10,92,105.3540079,Beginner
65,75,6,3,79,85.5787791,Beginner
70,63,8,4,79,106.1058063,Beginner
57,79,11,7,91,71.35527886,Beginner
58,96,12,15,98,72.19300773,Intermediate
55,79,18,9,64,58.26353835,Advanced
30,61,8,2,93,84.42813991,Advanced
66,99,2,1,56,140.5515647,Intermediate
68,94,11,7,81,79.3816713,Intermediate
79,98,9,3,68,96.86391161,Intermediate
48,53,20,2,77,176.4278363,Beginner
44,86,8,18,55,74.05564843,Advanced
41,71,11,7,70,76.22196518,Advanced
57,69,9,8,71,60.24450102,Professional
61,97,7,9,82,119.4705069,Intermediate
40,68,11,5,79,48.48888274,Advanced
70,71,9,4,74,80.64695187,Professional
59,89,5,6,90,53.78977265,Beginner
65,69,3,7,73,94.61374783,Professional
65,91,7,4,83,49.41549464,Intermediate
57,74,10,5,74,65.17134406,Professional
40,78,10,10,66,64.7265593,Advanced
32,74,5,9,70,84.79942949,Advanced
12,61,2,1,95,70.07999953,Advanced
75,100,12,5,73,82.19943681,Intermediate
69,94,11,8,83,67.23467319,Professional
55,98,10,13,94,91.41319408,Intermediate
70,92,5,0,72,49.50849181,Intermediate
48,71,14,6,70,86.3581628,Advanced
80,74,5,4,73,100.4503822,Professional
83,89,11,0,75,89.82664439,Professional
68,72,7,3,77,99.85341063,Beginner
43,74,15,3,75,88.53632863,Advanced
56,90,15,0,81,68.20734118,Professional
83,100,14,4,66,99.46324088,Intermediate
91,67,11,2,74,101.5510395,Professional
83,100,7,0,55,123.0973333,Intermediate
38,89,11,3,92,48.14069184,Beginner
73,96,10,4,73,93.24199688,Intermediate
74,59,8,5,79,119.6143468,Beginner
75,98,8,1,64,115.5898161,Intermediate
75,70,5,7,82,88.65106243,Beginner
59,62,8,8,72,70.40627534,Professional
63,95,5,5,77,100.1312179,Intermediate
32,76,4,10,67,81.17076753,Advanced
72,75,6,10,92,60.11343732,Beginner
38,67,12,0,86,72.74177632,Advanced
57,85,10,5,72,61.864645,Professional
59,70,8,7,74,74.33749997,Professional
79,76,3,8,84,72.46629165,Beginner
70,69,9,3,75,120.4134198,Advanced
92,98,9,4,55,85.55308146,Intermediate
53,80,17,10,64,47.52853706,Advanced
49,60,9,9,69,52.66593081,Professional
58,73,3,1,77,54.36280909,Beginner
75,78,4,9,88,62.48716527,Beginner
53,64,17,5,75,56.11481341,Professional
86,59,4,6,71,110.2395087,Professional
72,61,8,7,70,75.03266383,Professional
69,98,5,1,71,74.65255722,Intermediate
59,94,5,7,86,62.27989252,Intermediate
69,75,1,4,85,51.00445161,Beginner
63,79,4,5,89,51.95375756,Beginner
68,93,8,4,79,60.51023741,Intermediate
28,67,7,1,87,70.10808052,Advanced
39,94,5,16,100,82.09975042,Intermediate
44,84,13,10,61,88.86151655,Advanced
67,100,14,12,87,91.67500816,Intermediate
61,69,9,2,78,98.86053907,Beginner
67,94,6,5,74,106.8422842,Intermediate
51,79,18,7,66,77.4731671,Advanced
47,98,2,10,89,112.9270035,Intermediate
57,94,11,12,95,54.85264685,Intermediate
27,79,4,8,70,97.31446961,Advanced
69,79,2,7,89,56.08700685,Beginner
44,69,13,4,77,68.68870684,Advanced
77,81,1,8,88,48.67398992,Beginner
67,84,11,4,72,69.33563259,Professional
71,70,9,11,91,82.80874216,Beginner
51,81,17,8,63,84.95773716,Advanced
61,93,7,7,85,75.92213048,Intermediate
72,99,6,4,69,125.1718349,Intermediate
54,78,5,0,83,48.68324696,Beginner
78,59,2,8,70,106.7318867,Professional
72,69,1,3,82,59.12348139,Beginner
76,98,9,1,73,60.55729077,Intermediate
17,63,2,4,85,75.01245354,Advanced
77,54,7,5,77,107.7459739,Professional
17,58,0,1,99,65.42861671,Advanced
76,100,10,2,70,60.43352156,Intermediate
53,77,1,10,69,76.50130642,Professional
81,58,3,3,74,103.6437574,Beginner
80,94,7,2,63,60.17124941,Intermediate
78,73,2,5,80,75.83222145,Beginner
80,88,12,1,75,69.99238755,Intermediate
62,65,11,6,74,71.05008016,Professional
40,66,14,1,89,65.77596277,Advanced
52,94,16,0,79,51.1697532,Professional
46,55,15,0,80,115.3610466,Beginner
74,100,16,11,86,63.59429896,Intermediate
28,68,4,7,82,60.25952502,Advanced
36,73,8,7,72,87.79691721,Advanced
67,100,10,8,81,76.91017071,Intermediate
33,71,7,5,78,66.6315929,Advanced
53,78,11,5,88,71.69581168,Beginner
40,63,13,1,90,65.43371415,Advanced
66,99,10,6,82,55.37323904,Intermediate
70,71,10,7,84,102.0202928,Beginner
68,72,7,5,81,88.05437246,Beginner
25,75,10,1,81,105.0187527,Advanced
55,75,18,7,66,70.14856681,Advanced
62,71,12,3,79,74.67408618,Professional
11,56,5,1,94,77.18847302,Advanced
60,74,9,5,84,81.5906306,Beginner
57,82,16,1,78,54.82368423,Professional
58,73,12,6,87,90.03756545,Beginner
78,69,5,6,71,97.16805187,Professional
39,91,3,9,97,61.3956578,Intermediate
75,97,7,0,65,88.65712833,Intermediate
39,75,8,10,67,72.97735017,Advanced
52,68,17,7,89,112.5534732,Beginner
79,63,4,6,73,104.1978167,Professional
58,96,9,11,93,63.50443652,Intermediate
15,67,0,3,88,74.38514605,Advanced
58,100,5,7,82,86.29472475,Intermediate
74,76,8,13,95,69.71558557,Beginner
47,86,13,12,55,110.1015271,Advanced
70,68,5,8,69,90.16994734,Professional
39,68,10,9,67,73.23434669,Advanced
62,80,14,3,74,59.20569821,Professional
40,76,7,12,62,74.48904061,Advanced
79,50,3,13,69,125.938409,Professional
70,98,12,8,80,93.77684729,Intermediate
68,100,10,8,75,132.176366,Intermediate
59,58,14,2,77,134.9441332,Beginner
66,96,7,5,76,98.88762525,Intermediate
62,100,6,6,80,79.95586768,Intermediate
62,83,14,1,86,86.95496139,Professional
61,72,10,4,78,83.95394082,Professional
29,75,4,8,72,92.07067665,Advanced
72,68,8,4,77,111.5179125,Beginner
63,93,9,2,74,77.84411914,Professional
52,95,3,6,88,49.47728226,Intermediate
69,74,4,5,74,101.2400487,Professional
58,70,5,0,80,60.35818066,Beginner
73,95,3,1,68,89.03292335,Intermediate
95,75,8,0,76,123.6748693,Professional
63,76,12,13,97,73.67036243,Beginner
64,55,11,0,70,144.9958641,Beginner
77,74,7,3,75,97.23039553,Professional
37,71,8,6,74,83.19545251,Advanced
39,74,15,1,85,46.51020321,Advanced
62,64,13,5,82,121.1464351,Beginner
62,84,15,0,81,70.51544736,Professional
70,100,9,6,76,93.23882752,Intermediate
78,54,7,5,76,101.6201042,Professional
27,60,7,1,96,51.19244028,Advanced
64,63,3,9,69,86.38872754,Professional
18,74,0,6,79,82.0981947,Advanced
78,65,8,5,71,82.75597664,Professional
32,72,6,6,76,84.98571699,Advanced
19,59,2,4,88,55.67734035,Advanced
15,59,3,1,93,71.68881652,Advanced
60,94,9,8,89,49.50712891,Intermediate
73,100,10,7,74,110.9171614,Intermediate
70,95,6,2,73,72.30725567,Intermediate
59,88,4,6,90,59.77667475,Beginner
63,65,10,7,71,65.939142,Professional
71,63,0,9,70,106.5978402,Professional
41,84,10,11,57,114.2168665,Advanced
37,67,10,4,83,47.03941304,Advanced
57,70,6,10,67,60.26261455,Professional
65,97,12,10,93,61.50948175,Intermediate
22,58,8,3,96,78.18825744,Advanced
65,71,7,3,79,90.45099765,Advanced
60,73,7,2,75,98.30820837,Beginner
71,71,9,11,91,82.22132998,Beginner
70,71,7,6,84,84.50979085,Beginner
73,60,4,5,77,109.5072866,Professional
61,67,7,8,70,76.98679038,Professional
67,71,2,2,70,84.85126394,Beginner
54,97,1,6,82,95.35686401,Intermediate
19,74,1,9,73,92.21336639,Advanced
66,92,6,2,79,48.48232808,Intermediate
48,77,19,1,79,84.45771303,Advanced
57,97,10,13,95,68.91047,Intermediate
48,90,12,17,55,98.78804313,Advanced
67,65,5,8,71,86.25850367,Professional
65,93,3,1,72,82.50581543,Intermediate
64,68,11,4,75,69.38307648,Professional
70,70,5,5,83,79.68439177,Beginner
43,93,5,13,100,61.66934341,Intermediate
65,100,12,10,83,98.83539964,Intermediate
50,55,8,9,74,68.90085681,Professional
75,52,0,12,65,106.4523529,Professional
64,66,5,1,80,77.76329808,Beginner
74,68,7,7,83,94.71122614,Beginner
65,94,15,13,95,56.0208508,Intermediate
78,73,5,5,71,95.72690266,Professional
44,76,11,11,65,56.61498781,Advanced
48,71,16,3,75,80.01170651,Advanced
60,100,5,7,78,113.710477,Intermediate
52,97,10,14,96,84.30341686,Intermediate
72,99,11,6,78,77.04231954,Intermediate
59,68,5,1,83,59.32581857,Beginner
61,68,5,1,80,67.07517131,Advanced
43,98,7,16,99,129.5794138,Intermediate
56,98,10,11,94,57.25490535,Intermediate
80,59,9,3,76,92.05263695,Professional
59,78,11,9,92,79.07557289,Beginner
69,100,11,8,77,106.4014222,Intermediate
39,72,9,8,72,60.07944287,Advanced
74,64,8,4,78,104.0332613,Professional
70,95,10,3,79,53.04797301,Advanced
75,69,6,9,88,82.80602314,Beginner
56,77,5,1,82,55.00077661,Beginner
36,70,8,5,77,78.20979973,Advanced
53,61,12,0,74,134.1666097,Beginner
68,100,8,5,74,102.7802108,Intermediate
37,85,6,16,55,78.81180999,Advanced
85,100,14,6,63,143.8391068,Intermediate
68,71,5,4,82,77.45423567,Beginner
58,97,11,12,90,95.74288025,Intermediate
62,73,9,5,73,71.01731862,Professional
81,75,0,5,80,64.00037391,Beginner
33,66,8,2,82,90.76966016,Advanced
53,100,8,11,89,102.1986955,Intermediate
58,95,9,10,90,75.08597894,Intermediate
61,72,4,1,82,58.44509737,Beginner
15,77,2,3,85,76.22205512,Advanced
59,83,5,8,67,69.22431554,Professional
29,62,8,3,98,67.01615692,Advanced
64,75,8,6,86,83.02425216,Beginner
72,80,6,6,68,78.99961041,Professional
63,76,11,7,85,101.3787507,Beginner
78,66,6,12,93,77.0695958,Beginner
55,70,16,7,68,66.16618519,Advanced
34,71,5,9,73,54.32506005,Advanced
76,100,9,6,64,166.3938662,Intermediate
38,98,11,22,100,70.96328925,Intermediate
77,79,4,5,72,104.3970463,Professional
69,99,14,11,86,81.01561624,Intermediate
36,71,6,10,70,56.54978166,Advanced
77,89,12,0,75,77.35624144,Professional
60,76,8,5,73,68.80257623,Professional
28,72,8,2,82,95.838818,Advanced
68,71,6,5,84,76.41778664,Beginner
68,100,4,3,65,136.7009763,Intermediate
41,65,9,4,77,74.8963059,Advanced
62,78,7,8,66,54.61367186,Professional
36,67,9,2,81,89.1314554,Advanced
58,89,13,2,76,60.96738832,Professional
63,76,3,4,87,47.40581889,Beginner
70,82,1,8,92,69.24093263,Beginner
51,65,13,1,80,104.6852879,Beginner
71,80,5,8,85,76.29065305,Advanced
77,99,6,2,61,77.37607125,Intermediate
45,80,10,12,57,97.39805523,Advanced
61,93,4,2,79,57.57229754,Intermediate
57,60,6,9,72,68.22827544,Professional
12,66,6,6,81,98.62679114,Advanced
67,95,13,9,90,56.47594689,Intermediate
45,96,5,11,91,97.85892799,Intermediate
57,79,8,5,87,65.5401081,Beginner
75,63,0,9,68,105.2941373,Professional
64,92,4,0,76,46.59234003,Intermediate
40,90,7,16,55,116.6052932,Advanced
48,79,20,3,73,66.76791232,Advanced
12,67,2,2,89,92.5600951,Advanced
32,67,4,8,76,56.75354096,Advanced
66,77,11,4,75,69.46766097,Professional
59,71,9,2,81,86.72131723,Intermediate
52,65,17,4,82,134.5147125,Intermediate
64,72,7,7,69,72.71191821,Professional
52,68,14,8,66,86.07805073,Advanced
21,62,2,1,90,73.85486782,Advanced
68,56,7,7,74,91.03044695,Professional
73,76,3,7,87,56.70768848,Beginner
21,62,4,2,96,82.37804781,Advanced
32,66,4,6,77,74.1162647,Advanced
71,90,11,3,81,62.16359056,Intermediate
65,65,10,6,72,69.53562579,Professional
47,69,20,7,89,127.9371743,Beginner
82,99,12,1,66,74.90288164,Intermediate
49,84,18,7,66,85.16077115,Advanced
75,96,8,1,68,82.52129839,Intermediate
10,59,10,2,95,71.29755622,Advanced
64,100,6,7,78,113.3253247,Intermediate
48,94,9,5,73,56.4437559,Professional
57,66,5,7,75,87.94472321,Professional
82,59,2,5,76,131.625891,Professional
74,57,2,9,69,100.9505523,Professional
60,76,10,4,82,92.81789164,Beginner
68,72,6,7,86,70.42714596,Beginner
66,70,8,3,80,99.95593336,Beginner
69,74,7,7,87,76.73705259,Beginner
74,89,9,1,75,86.10734474,Professional
73,100,7,3,68,111.4398539,Intermediate
68,68,7,0,73,108.6525704,Beginner
38,71,9,5,74,86.96222169,Advanced
60,95,0,1,70,72.7154711,Intermediate
65,85,8,5,70,69.80935687,Professional
61,66,11,6,82,116.1309293,Beginner
82,55,3,7,73,120.1341443,Professional
73,62,6,2,75,107.3037401,Beginner
42,67,14,0,85,58.57487912,Professional
14,57,1,0,99,60.56352042,Advanced
65,83,7,5,71,82.36777837,Professional
59,96,3,5,82,71.26428374,Intermediate
58,99,8,11,88,96.44797089,Intermediate
24,71,5,3,84,71.32345824,Advanced
35,72,11,3,83,51.34495401,Advanced
78,98,7,0,63,90.99564639,Intermediate
47,80,19,3,73,92.78388305,Advanced
70,67,6,5,82,85.24889391,Beginner
54,83,5,1,83,45.66727747,Beginner
45,81,17,6,71,73.47980577,Advanced
67,97,4,1,71,77.47623609,Intermediate
47,85,17,7,62,115.9744108,Advanced
74,81,8,2,78,107.5516678,Professional
69,76,6,5,73,85.64459992,Professional
78,99,7,2,63,59.42765897,Intermediate
